,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
751,751,INC0000272,New,True,2,0,8,True,Caller 3851,Opener 90,2016-02-29 13:36:00,Creator 79,29/2/16 13:46,Updater 816,8/3/16 14:54,Phone,Location 111,SAP,BI/BO,Access,,3 - Low,2 - Medium,4 - Low,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,8/3/16 15:35,2016-03-24 18:40:00,2091840.0
752,752,INC0000272,New,True,3,0,9,True,Caller 3851,Opener 90,2016-02-29 13:36:00,Creator 79,29/2/16 13:46,Updater 816,8/3/16 14:54,Phone,Location 111,SAP,BI/BO,Access,,3 - Low,2 - Medium,4 - Low,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,8/3/16 15:35,2016-03-24 18:40:00,2091840.0
753,753,INC0000272,New,True,4,0,10,True,Caller 3851,Opener 90,2016-02-29 13:36:00,Creator 79,29/2/16 13:46,Updater 371,8/3/16 15:25,Phone,Location 111,SAP,BI/BO,Access,,3 - Low,2 - Medium,4 - Low,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,8/3/16 15:35,2016-03-24 18:40:00,2091840.0
754,754,INC0000272,Resolved,True,4,0,11,True,Caller 3851,Opener 90,2016-02-29 13:36:00,Creator 79,29/2/16 13:46,Updater 590,8/3/16 15:35,Phone,Location 111,SAP,BI/BO,Access,,3 - Low,2 - Medium,4 - Low,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,8/3/16 15:35,2016-03-24 18:40:00,2091840.0
755,755,INC0000272,Closed,False,4,0,12,False,Caller 3851,Opener 90,2016-02-29 13:36:00,Creator 79,29/2/16 13:46,Updater 770,24/3/16 18:40,Phone,Location 111,SAP,BI/BO,Access,,3 - Low,2 - Medium,4 - Low,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,8/3/16 15:35,2016-03-24 18:40:00,2091840.0
863,863,INC0000301,New,True,0,0,0,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 371,29/2/16 14:24,Phone,Location 73,SAP,GRC-GRC Nfe,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 63,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
864,864,INC0000301,New,True,1,0,1,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 672,29/2/16 14:45,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
865,865,INC0000301,New,True,1,0,2,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 371,29/2/16 15:52,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
866,866,INC0000301,New,True,1,0,3,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 726,1/3/16 11:28,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
867,867,INC0000301,New,True,1,0,4,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 726,1/3/16 11:34,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
868,868,INC0000301,Resolved,True,1,0,5,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 726,1/3/16 11:35,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
869,869,INC0000301,Closed,False,1,0,6,True,Caller 354,Opener 90,2016-02-29 14:22:00,Creator 79,29/2/16 14:24,Updater 770,6/3/16 12:00,Phone,Location 73,SAP ECC,Basis,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 180,1/3/16 11:35,2016-03-06 12:00:00,509880.00000000006
2213,2213,INC0000654,New,True,0,0,0,True,Caller 4987,Opener 190,2016-03-01 11:40:00,Creator 170,1/3/16 11:48,Updater 776,1/3/16 11:48,Phone,Location 73,Software,Office - 365,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 57,2/3/16 16:27,2016-03-07 17:00:00,537600.0
2214,2214,INC0000654,New,True,0,0,1,True,Caller 4987,Opener 190,2016-03-01 11:40:00,Creator 170,1/3/16 11:48,Updater 776,1/3/16 11:52,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 57,2/3/16 16:27,2016-03-07 17:00:00,537600.0
2215,2215,INC0000654,Awaiting User Info,True,0,0,2,True,Caller 4987,Opener 190,2016-03-01 11:40:00,Creator 170,1/3/16 11:48,Updater 207,1/3/16 17:17,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 57,2/3/16 16:27,2016-03-07 17:00:00,537600.0
2216,2216,INC0000654,Resolved,True,0,0,3,True,Caller 4987,Opener 190,2016-03-01 11:40:00,Creator 170,1/3/16 11:48,Updater 207,2/3/16 16:27,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 57,2/3/16 16:27,2016-03-07 17:00:00,537600.0
2217,2217,INC0000654,Closed,False,0,0,4,True,Caller 4987,Opener 190,2016-03-01 11:40:00,Creator 170,1/3/16 11:48,Updater 770,7/3/16 17:00,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 22,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 57,2/3/16 16:27,2016-03-07 17:00:00,537600.0
2545,2545,INC0000743,New,True,0,0,0,True,Caller 4797,Opener 18,2016-03-01 13:48:00,Creator 16,1/3/16 13:54,Updater 79,1/3/16 13:54,Phone,Location 160,SAP,GRC-GRC Nfe,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 15:12,2016-03-06 16:00:00,439920.0
2546,2546,INC0000743,New,True,1,0,1,True,Caller 4797,Opener 18,2016-03-01 13:48:00,Creator 16,1/3/16 13:54,Updater 633,1/3/16 14:55,Phone,Location 160,SAP,GRC-GRC Nfe,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 15:12,2016-03-06 16:00:00,439920.0
2547,2547,INC0000743,Resolved,True,1,0,2,True,Caller 4797,Opener 18,2016-03-01 13:48:00,Creator 16,1/3/16 13:54,Updater 590,1/3/16 15:12,Phone,Location 160,SAP,GRC-GRC Nfe,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 15:12,2016-03-06 16:00:00,439920.0
2548,2548,INC0000743,Closed,False,1,0,3,True,Caller 4797,Opener 18,2016-03-01 13:48:00,Creator 16,1/3/16 13:54,Updater 770,6/3/16 16:00,Phone,Location 160,SAP,GRC-GRC Nfe,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 15:12,2016-03-06 16:00:00,439920.0
2598,2598,INC0000757,New,True,0,0,0,True,Caller 4012,Opener 90,2016-03-01 14:25:00,Creator 79,1/3/16 14:35,Updater 371,1/3/16 14:35,Phone,Location 73,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 14:59,2016-03-06 15:00:00,434100.0
2599,2599,INC0000757,New,True,0,0,1,True,Caller 4012,Opener 90,2016-03-01 14:25:00,Creator 79,1/3/16 14:35,Updater 611,1/3/16 14:39,Phone,Location 73,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 14:59,2016-03-06 15:00:00,434100.0
2600,2600,INC0000757,New,True,0,0,2,True,Caller 4012,Opener 90,2016-03-01 14:25:00,Creator 79,1/3/16 14:35,Updater 611,1/3/16 14:44,Phone,Location 73,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 14:59,2016-03-06 15:00:00,434100.0
2601,2601,INC0000757,Resolved,True,0,0,3,True,Caller 4012,Opener 90,2016-03-01 14:25:00,Creator 79,1/3/16 14:35,Updater 590,1/3/16 14:59,Phone,Location 73,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 14:59,2016-03-06 15:00:00,434100.0
2602,2602,INC0000757,Closed,False,0,0,4,True,Caller 4012,Opener 90,2016-03-01 14:25:00,Creator 79,1/3/16 14:35,Updater 770,6/3/16 15:00,Phone,Location 73,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 14:59,2016-03-06 15:00:00,434100.0
2745,2745,INC0000782,New,True,0,0,0,True,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 69,1/3/16 15:11,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
2746,2746,INC0000782,New,True,0,0,3,True,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 258,8/3/16 11:19,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
2747,2747,INC0000782,Resolved,True,0,0,4,True,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 258,8/3/16 11:19,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
2748,2748,INC0000782,Resolved,True,0,0,5,True,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 308,9/3/16 8:21,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
2749,2749,INC0000782,Resolved,True,0,0,10,True,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 258,16/3/16 15:24,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
2750,2750,INC0000782,Closed,False,0,0,11,False,Caller 1809,,2016-03-01 15:02:00,Creator 14,1/3/16 15:11,Updater 770,24/3/16 18:59,Phone,Location 77,SAP,BI/BO,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 2,Assigned to 64,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 58,16/3/16 15:24,2016-03-24 18:59:00,2001420.0
3019,3019,INC0000834,New,True,0,0,0,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 770,1/3/16 16:18,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3020,3020,INC0000834,Awaiting User Info,True,0,0,1,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 400,1/3/16 19:51,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3021,3021,INC0000834,Awaiting User Info,True,1,0,2,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 615,3/3/16 3:48,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3022,3022,INC0000834,Awaiting User Info,True,2,0,3,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 238,3/3/16 11:33,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3023,3023,INC0000834,Awaiting User Info,True,2,0,4,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 113,3/3/16 11:52,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3024,3024,INC0000834,Awaiting User Info,True,2,0,5,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 615,3/3/16 17:47,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3025,3025,INC0000834,Resolved,True,2,0,6,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 52,4/3/16 11:58,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3026,3026,INC0000834,Closed,False,2,0,7,True,Caller 2912,,2016-03-01 16:18:00,,,Updater 770,9/3/16 12:00,Phone,Location 73,SAP,SAP - home office,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 13,4/3/16 11:58,2016-03-09 12:00:00,675720.0
3371,3371,INC0000907,New,True,0,0,0,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 770,1/3/16 19:29,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3372,3372,INC0000907,New,True,0,0,1,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 400,2/3/16 19:06,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3373,3373,INC0000907,Awaiting User Info,True,0,0,2,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 400,2/3/16 19:06,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3374,3374,INC0000907,Awaiting User Info,True,0,0,3,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 615,3/3/16 18:16,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3375,3375,INC0000907,Awaiting User Info,True,0,0,4,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 633,4/3/16 15:19,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3376,3376,INC0000907,Awaiting User Info,True,0,0,6,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 184,8/3/16 14:11,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3377,3377,INC0000907,Awaiting User Info,True,0,0,7,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 184,8/3/16 14:15,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3378,3378,INC0000907,Resolved,True,0,0,8,True,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 184,8/3/16 14:16,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 52,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3379,3379,INC0000907,Closed,False,0,0,9,False,Caller 2378,Opener 97,2016-03-01 19:29:00,,,Updater 770,24/3/16 18:40,Phone,Location 122,SAP,SAP - home office,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 52,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 47,8/3/16 14:16,2016-03-24 18:40:00,1984260.0
3396,3396,INC0000911,New,True,0,0,0,True,Caller 4693,Opener 21,2016-03-01 19:48:00,Creator 20,1/3/16 19:49,Updater 98,1/3/16 19:49,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,,Assigned to 102,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 93,16/3/16 18:00,2016-03-24 18:59:00,1984260.0
3397,3397,INC0000911,New,True,0,0,1,True,Caller 4693,Opener 21,2016-03-01 19:48:00,Creator 20,1/3/16 19:49,Updater 371,4/3/16 17:28,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,,Assigned to 102,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 93,16/3/16 18:00,2016-03-24 18:59:00,1984260.0
3398,3398,INC0000911,Awaiting User Info,True,0,0,2,True,Caller 4693,Opener 21,2016-03-01 19:48:00,Creator 20,1/3/16 19:49,Updater 371,4/3/16 17:28,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,,Assigned to 102,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 93,16/3/16 18:00,2016-03-24 18:59:00,1984260.0
3399,3399,INC0000911,Awaiting User Info,True,0,0,4,True,Caller 4693,Opener 21,2016-03-01 19:48:00,Creator 20,1/3/16 19:49,Updater 615,9/3/16 0:25,Phone,Location 73,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,,Assigned to 102,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 93,16/3/16 18:00,2016-03-24 18:59:00,1984260.0
