,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
200,200,INC0000101,Closed,False,0,0,6,True,Caller 1752,Opener 74,2016-02-29 09:05:00,Creator 66,29/2/16 9:13,Updater 770,5/3/16 12:00,Phone,Location 111,Software - industry,Optivision,Error - reports,,2 - Medium,3 - Low,4 - Low,Group 61,Assigned to 162,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 150,29/2/16 11:00,2016-03-05 12:00:00,442500.0
253,253,INC0000113,New,True,0,0,0,True,Caller 1544,Opener 13,2016-02-29 09:18:00,Creator 10,29/2/16 9:19,Updater 52,29/2/16 9:19,Phone,Location 160,Software - industry,Autoline 300,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,2/3/16 19:30,2016-03-07 20:00:00,643320.0
254,254,INC0000113,Active,True,0,0,1,True,Caller 1544,Opener 13,2016-02-29 09:18:00,Creator 10,29/2/16 9:19,Updater 733,2/3/16 19:28,Phone,Location 160,Software - industry,Autoline 300,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,2/3/16 19:30,2016-03-07 20:00:00,643320.0
255,255,INC0000113,Active,True,0,0,2,True,Caller 1544,Opener 13,2016-02-29 09:18:00,Creator 10,29/2/16 9:19,Updater 733,2/3/16 19:30,Phone,Location 160,Software - industry,Autoline 300,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,2/3/16 19:30,2016-03-07 20:00:00,643320.0
256,256,INC0000113,Resolved,True,0,0,3,True,Caller 1544,Opener 13,2016-02-29 09:18:00,Creator 10,29/2/16 9:19,Updater 733,2/3/16 19:30,Phone,Location 160,Software - industry,Autoline 300,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,2/3/16 19:30,2016-03-07 20:00:00,643320.0
257,257,INC0000113,Closed,False,0,0,4,True,Caller 1544,Opener 13,2016-02-29 09:18:00,Creator 10,29/2/16 9:19,Updater 770,7/3/16 20:00,Phone,Location 160,Software - industry,Autoline 300,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,2/3/16 19:30,2016-03-07 20:00:00,643320.0
481,481,INC0000173,New,True,0,0,0,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,29/2/16 10:39,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
482,482,INC0000173,New,True,0,0,1,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,29/2/16 10:40,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
483,483,INC0000173,Active,True,1,0,2,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,29/2/16 10:48,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
484,484,INC0000173,Awaiting User Info,True,1,0,10,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 17,21/3/16 11:06,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
485,485,INC0000173,Awaiting User Info,True,1,0,18,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,11/4/16 14:47,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
486,486,INC0000173,Awaiting User Info,True,1,0,19,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,11/4/16 14:49,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,False,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
487,487,INC0000173,Resolved,True,1,0,20,True,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 13,11/4/16 14:49,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
488,488,INC0000173,Closed,False,1,0,21,False,Caller 59,Opener 3,2016-02-29 10:36:00,Creator 2,29/2/16 10:39,Updater 770,16/4/16 15:07,Phone,Location 97,Software - industry,Infocel web,System,,3 - Low,2 - Medium,4 - Low,Group 61,Assigned to 3,True,True,Do Not Notify,,,,,Closed/Resolved by Caller,Resolver 2,11/4/16 14:49,2016-04-16 15:07:00,4077060.0000000005
607,607,INC0000230,New,True,0,0,0,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 109,29/2/16 12:33,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 33,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
608,608,INC0000230,Active,True,1,0,1,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 672,29/2/16 16:27,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
609,609,INC0000230,Awaiting User Info,True,1,0,2,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 522,29/2/16 17:35,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
610,610,INC0000230,Awaiting User Info,True,1,0,3,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 52,1/3/16 7:44,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
611,611,INC0000230,Active,True,1,0,4,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 52,1/3/16 7:44,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
612,612,INC0000230,Awaiting Problem,True,1,0,6,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 728,4/3/16 14:00,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
613,613,INC0000230,Awaiting Problem,True,1,0,7,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 522,7/3/16 15:08,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
614,614,INC0000230,Active,True,1,0,8,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 522,7/3/16 15:09,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
615,615,INC0000230,Resolved,True,1,0,9,True,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 522,7/3/16 15:12,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
616,616,INC0000230,Closed,False,1,0,10,False,Caller 844,Opener 24,2016-02-29 12:14:00,Creator 21,29/2/16 12:33,Updater 770,24/3/16 18:40,Phone,Location 122,Software - industry,SGF (inflor),Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 32,Assigned to 144,True,False,Do Not Notify,,,,,Solved Remotely (Work Around),Resolver 132,7/3/16 15:12,2016-03-24 18:40:00,2096760.0
1267,1267,INC0000418,New,True,0,0,0,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 371,29/2/16 18:44,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1268,1268,INC0000418,Active,True,0,0,5,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,15/3/16 8:43,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1269,1269,INC0000418,Active,True,0,0,6,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,15/3/16 8:45,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1270,1270,INC0000418,Active,True,0,0,7,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,15/3/16 8:49,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1271,1271,INC0000418,Awaiting User Info,True,0,0,8,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,15/3/16 10:45,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1272,1272,INC0000418,Awaiting User Info,True,0,0,9,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,15/3/16 17:34,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1273,1273,INC0000418,Active,True,0,0,10,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,17/3/16 16:12,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1274,1274,INC0000418,Active,True,0,0,11,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,17/3/16 16:16,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1275,1275,INC0000418,Resolved,True,0,0,12,True,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 733,17/3/16 16:17,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1276,1276,INC0000418,Closed,False,0,0,13,False,Caller 1185,Opener 90,2016-02-29 18:35:00,Creator 79,29/2/16 18:44,Updater 770,24/3/16 18:59,Phone,Location 160,Software - industry,PI system,Report emission error,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 206,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 190,17/3/16 16:17,2016-03-24 18:59:00,2075040.0
1282,1282,INC0000425,New,True,0,0,0,True,Caller 191,Opener 120,2016-02-29 19:41:00,Creator 101,29/2/16 19:52,Updater 493,29/2/16 19:52,Phone,Location 85,Software - industry,Optivision,,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 124,2/3/16 22:13,2016-03-07 23:00:00,616740.0
1283,1283,INC0000425,Resolved,True,0,0,1,True,Caller 191,Opener 120,2016-02-29 19:41:00,Creator 101,29/2/16 19:52,Updater 493,2/3/16 22:13,Phone,Location 85,Software - industry,Optivision,,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 124,2/3/16 22:13,2016-03-07 23:00:00,616740.0
1284,1284,INC0000425,Closed,False,0,0,2,True,Caller 191,Opener 120,2016-02-29 19:41:00,Creator 101,29/2/16 19:52,Updater 770,7/3/16 23:00,Phone,Location 85,Software - industry,Optivision,,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 124,2/3/16 22:13,2016-03-07 23:00:00,616740.0
1417,1417,INC0000494,New,True,0,0,0,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 770,1/3/16 7:09,Phone,Location 122,Software,Windows,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1418,1418,INC0000494,New,True,0,0,2,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 226,1/3/16 8:00,Phone,Location 122,Software,Windows,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1419,1419,INC0000494,New,True,0,0,3,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 226,1/3/16 8:28,Phone,Location 122,Software - industry,Optivision,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1420,1420,INC0000494,New,True,1,0,4,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 633,1/3/16 11:06,Phone,Location 122,Software - industry,Optivision,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1421,1421,INC0000494,New,True,1,0,5,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 645,3/3/16 10:12,Phone,Location 122,Software - industry,Optivision,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1422,1422,INC0000494,Resolved,True,1,0,6,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 645,3/3/16 10:13,Phone,Location 122,Software - industry,Optivision,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1423,1423,INC0000494,Closed,False,1,0,7,True,Caller 807,Opener 56,2016-03-01 07:09:00,,,Updater 770,8/3/16 11:00,Phone,Location 122,Software - industry,Optivision,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:13,2016-03-08 11:00:00,618660.0
1459,1459,INC0000505,New,True,0,0,0,True,Caller 3214,Opener 56,2016-03-01 08:10:00,,,Updater 770,1/3/16 8:10,Phone,Location 160,Software - industry,Optivision,Failure - application,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:10,2016-03-08 11:00:00,615000.0
1460,1460,INC0000505,New,True,0,0,1,True,Caller 3214,Opener 56,2016-03-01 08:10:00,,,Updater 226,1/3/16 8:24,Phone,Location 160,Software - industry,Optivision,Failure - application,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:10,2016-03-08 11:00:00,615000.0
1461,1461,INC0000505,New,True,1,0,2,True,Caller 3214,Opener 56,2016-03-01 08:10:00,,,Updater 633,1/3/16 19:21,Phone,Location 160,Software - industry,Optivision,Failure - application,,2 - Medium,2 - Medium,3 - Moderate,Group 61,,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:10,2016-03-08 11:00:00,615000.0
1462,1462,INC0000505,Active,True,1,0,3,True,Caller 3214,Opener 56,2016-03-01 08:10:00,,,Updater 645,3/3/16 10:05,Phone,Location 160,Software - industry,Optivision,Failure - application,,2 - Medium,2 - Medium,3 - Moderate,Group 61,Assigned to 1,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:10,2016-03-08 11:00:00,615000.0
1463,1463,INC0000505,Active,True,1,0,4,True,Caller 3214,Opener 56,2016-03-01 08:10:00,,,Updater 645,3/3/16 10:06,Phone,Location 160,Software - industry,Optivision,Failure - application,,2 - Medium,2 - Medium,3 - Moderate,Group 61,Assigned to 1,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 1,3/3/16 10:10,2016-03-08 11:00:00,615000.0
