,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
590,590,INC0000221,Active,True,1,0,2,True,Caller 2133,Opener 56,2016-02-29 11:58:00,,,Updater 473,2/3/16 13:58,Phone,Location 111,Telephony,Appliance,Occurrences in general,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 120,2/3/16 14:06,2016-03-07 15:00:00,615720.0
591,591,INC0000221,Resolved,True,1,0,3,True,Caller 2133,Opener 56,2016-02-29 11:58:00,,,Updater 473,2/3/16 14:06,Phone,Location 111,Telephony,Appliance,Occurrences in general,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 120,2/3/16 14:06,2016-03-07 15:00:00,615720.0
592,592,INC0000221,Closed,False,1,0,4,True,Caller 2133,Opener 56,2016-02-29 11:58:00,,,Updater 770,7/3/16 15:00,Phone,Location 111,Telephony,Appliance,Occurrences in general,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 120,2/3/16 14:06,2016-03-07 15:00:00,615720.0
1034,1034,INC0000347,New,True,0,0,0,True,Caller 2920,Opener 148,2016-02-29 15:21:00,Creator 128,29/2/16 15:27,Updater 611,29/2/16 15:27,Phone,Location 42,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 169,3/3/16 9:14,2016-03-08 10:00:00,671940.0
1035,1035,INC0000347,New,True,0,0,1,True,Caller 2920,Opener 148,2016-02-29 15:21:00,Creator 128,29/2/16 15:27,Updater 606,2/3/16 12:24,Phone,Location 42,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 169,3/3/16 9:14,2016-03-08 10:00:00,671940.0
1036,1036,INC0000347,Awaiting Problem,True,0,0,2,True,Caller 2920,Opener 148,2016-02-29 15:21:00,Creator 128,29/2/16 15:27,Updater 606,2/3/16 12:25,Phone,Location 42,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 169,3/3/16 9:14,2016-03-08 10:00:00,671940.0
1037,1037,INC0000347,Resolved,True,0,0,3,True,Caller 2920,Opener 148,2016-02-29 15:21:00,Creator 128,29/2/16 15:27,Updater 667,3/3/16 9:14,Phone,Location 42,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 169,3/3/16 9:14,2016-03-08 10:00:00,671940.0
1038,1038,INC0000347,Closed,False,0,0,4,True,Caller 2920,Opener 148,2016-02-29 15:21:00,Creator 128,29/2/16 15:27,Updater 770,8/3/16 10:00,Phone,Location 42,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Not Solved (Not Reproducible),Resolver 169,3/3/16 9:14,2016-03-08 10:00:00,671940.0
1054,1054,INC0000355,New,True,0,0,0,True,Caller 558,Opener 90,2016-02-29 15:30:00,Creator 79,29/2/16 15:32,Updater 371,29/2/16 15:32,Phone,Location 42,Telephony,Appliance,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 154,3/3/16 11:54,2016-03-08 12:00:00,678600.0
1055,1055,INC0000355,Awaiting User Info,True,0,0,1,True,Caller 558,Opener 90,2016-02-29 15:30:00,Creator 79,29/2/16 15:32,Updater 606,2/3/16 12:37,Phone,Location 42,Telephony,Appliance,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 154,3/3/16 11:54,2016-03-08 12:00:00,678600.0
1056,1056,INC0000355,Active,True,0,0,2,True,Caller 558,Opener 90,2016-02-29 15:30:00,Creator 79,29/2/16 15:32,Updater 606,2/3/16 16:27,Phone,Location 42,Telephony,Appliance,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 154,3/3/16 11:54,2016-03-08 12:00:00,678600.0
1057,1057,INC0000355,Resolved,True,0,0,3,True,Caller 558,Opener 90,2016-02-29 15:30:00,Creator 79,29/2/16 15:32,Updater 606,3/3/16 11:54,Phone,Location 42,Telephony,Appliance,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 154,3/3/16 11:54,2016-03-08 12:00:00,678600.0
1058,1058,INC0000355,Closed,False,0,0,4,True,Caller 558,Opener 90,2016-02-29 15:30:00,Creator 79,29/2/16 15:32,Updater 770,8/3/16 12:00,Phone,Location 42,Telephony,Appliance,Access,,2 - Medium,2 - Medium,3 - Moderate,Group 29,Assigned to 166,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 154,3/3/16 11:54,2016-03-08 12:00:00,678600.0
1136,1136,INC0000376,New,True,0,0,0,True,Caller 2809,Opener 24,2016-02-29 16:15:00,,,Updater 770,29/2/16 16:15,Phone,Location 42,Telephony,Appliance,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 68,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,7/3/16 15:14,2016-03-24 18:40:00,2082300.0
1137,1137,INC0000376,New,True,1,0,3,True,Caller 2809,Opener 24,2016-02-29 16:15:00,,,Updater 347,7/3/16 8:48,Phone,Location 42,Telephony,Appliance,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,7/3/16 15:14,2016-03-24 18:40:00,2082300.0
1138,1138,INC0000376,Resolved,True,1,0,4,True,Caller 2809,Opener 24,2016-02-29 16:15:00,,,Updater 458,7/3/16 15:14,Phone,Location 42,Telephony,Appliance,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,7/3/16 15:14,2016-03-24 18:40:00,2082300.0
1139,1139,INC0000376,Closed,False,1,0,5,False,Caller 2809,Opener 24,2016-02-29 16:15:00,,,Updater 770,24/3/16 18:40,Phone,Location 42,Telephony,Appliance,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,7/3/16 15:14,2016-03-24 18:40:00,2082300.0
1567,1567,INC0000528,New,True,0,0,0,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 770,1/3/16 8:53,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1568,1568,INC0000528,New,True,1,0,1,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 633,1/3/16 13:15,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1569,1569,INC0000528,Active,True,1,0,2,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 638,1/3/16 14:08,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1570,1570,INC0000528,Active,True,1,0,3,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 458,3/3/16 10:19,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1571,1571,INC0000528,Resolved,True,1,0,4,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 458,3/3/16 10:19,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1572,1572,INC0000528,Closed,False,1,0,5,True,Caller 2156,Opener 56,2016-03-01 08:53:00,,,Updater 770,8/3/16 11:00,Phone,Location 160,Telephony,Not apply,Failure - application,,3 - Low,3 - Low,4 - Low,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 10:19,2016-03-08 11:00:00,612420.0
1713,1713,INC0000554,New,True,0,0,0,True,Caller 4416,Opener 74,2016-03-01 09:31:00,,,Updater 770,1/3/16 9:31,Phone,Location 164,Telephony,Not apply,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 24,,True,False,Do Not Notify,,,,,Other,Resolver 166,3/3/16 8:43,2016-03-08 09:00:00,602940.0
1714,1714,INC0000554,New,True,1,0,1,True,Caller 4416,Opener 74,2016-03-01 09:31:00,,,Updater 183,2/3/16 14:37,Phone,Location 164,Telephony,Not apply,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Other,Resolver 166,3/3/16 8:43,2016-03-08 09:00:00,602940.0
1715,1715,INC0000554,Active,True,1,0,2,True,Caller 4416,Opener 74,2016-03-01 09:31:00,,,Updater 458,2/3/16 16:36,Phone,Location 164,Telephony,Not apply,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Other,Resolver 166,3/3/16 8:43,2016-03-08 09:00:00,602940.0
1716,1716,INC0000554,Resolved,True,1,0,3,True,Caller 4416,Opener 74,2016-03-01 09:31:00,,,Updater 458,3/3/16 8:43,Phone,Location 164,Telephony,Not apply,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Other,Resolver 166,3/3/16 8:43,2016-03-08 09:00:00,602940.0
1717,1717,INC0000554,Closed,False,1,0,4,True,Caller 4416,Opener 74,2016-03-01 09:31:00,,,Updater 770,8/3/16 9:00,Phone,Location 164,Telephony,Not apply,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Other,Resolver 166,3/3/16 8:43,2016-03-08 09:00:00,602940.0
1808,1808,INC0000572,New,True,0,0,0,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 770,1/3/16 9:50,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 9,,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1809,1809,INC0000572,New,True,1,0,1,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 425,1/3/16 16:25,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 8,,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1810,1810,INC0000572,New,True,2,0,2,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 725,2/3/16 17:16,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1811,1811,INC0000572,Active,True,2,0,4,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 3,7/3/16 17:30,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1812,1812,INC0000572,Active,True,2,0,5,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,8/3/16 9:31,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1813,1813,INC0000572,Active,True,2,0,7,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,11/3/16 11:02,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1814,1814,INC0000572,Active,True,2,0,9,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,14/3/16 16:11,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1815,1815,INC0000572,Active,True,2,0,11,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,17/3/16 16:21,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1816,1816,INC0000572,Active,True,2,0,15,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,29/3/16 10:02,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1817,1817,INC0000572,Awaiting User Info,True,2,0,20,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,13/4/16 9:57,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,False,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1818,1818,INC0000572,Resolved,True,2,0,23,True,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 473,19/4/16 15:45,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,True,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
1819,1819,INC0000572,Closed,False,2,0,24,False,Caller 931,Opener 190,2016-03-01 09:50:00,,,Updater 770,24/4/16 16:07,Phone,Location 111,Telephony,Star appliance,Does not apply policy,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Assigned to 131,True,True,Do Not Notify,,,,,"Service is stable, ok to close ticket",Resolver 120,19/4/16 15:45,2016-04-24 16:07:00,4688220.0
2083,2083,INC0000621,New,True,0,0,0,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 770,1/3/16 11:07,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2084,2084,INC0000621,New,True,1,0,1,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 52,1/3/16 11:25,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2085,2085,INC0000621,Active,True,1,0,2,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 638,1/3/16 14:12,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2086,2086,INC0000621,Active,True,1,0,3,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 458,3/3/16 8:59,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2087,2087,INC0000621,Resolved,True,1,0,4,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 458,3/3/16 8:59,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2088,2088,INC0000621,Closed,False,1,0,5,True,Caller 3648,Opener 13,2016-03-01 11:07:00,,,Updater 770,8/3/16 9:00,Phone,Location 160,Telephony,Not apply,Error,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 8:59,2016-03-08 09:00:00,597180.0
2147,2147,INC0000633,New,True,0,0,0,True,Caller 4416,,2016-03-01 11:22:00,,,Updater 770,1/3/16 11:22,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2148,2148,INC0000633,New,True,0,0,1,True,Caller 4416,,2016-03-01 11:22:00,,,Updater 318,1/3/16 11:34,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,1 - High,2 - High,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2149,2149,INC0000633,Active,True,0,0,2,True,Caller 4416,,2016-03-01 11:22:00,,,Updater 638,1/3/16 14:12,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,1 - High,2 - High,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2150,2150,INC0000633,Active,True,0,0,3,True,Caller 4416,,2016-03-01 11:22:00,,,Updater 458,3/3/16 9:02,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,1 - High,2 - High,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2151,2151,INC0000633,Resolved,True,0,0,4,True,Caller 4416,,2016-03-01 11:22:00,,,Updater 458,3/3/16 9:03,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,1 - High,2 - High,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2152,2152,INC0000633,Closed,False,0,0,5,False,Caller 4416,,2016-03-01 11:22:00,,,Updater 770,8/3/16 10:00,Phone,Location 160,Telephony,Appliance,Does not work,,2 - Medium,1 - High,2 - High,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,3/3/16 9:03,2016-03-08 10:00:00,599880.0
2246,2246,INC0000668,New,True,0,0,0,True,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 770,1/3/16 11:59,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2247,2247,INC0000668,New,True,1,0,1,True,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 183,3/3/16 15:50,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2248,2248,INC0000668,Active,True,1,0,2,True,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 638,4/3/16 11:52,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2249,2249,INC0000668,Active,True,1,0,5,True,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 458,10/3/16 15:06,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2250,2250,INC0000668,Resolved,True,1,0,6,True,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 458,10/3/16 15:33,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2251,2251,INC0000668,Closed,False,1,0,7,False,Caller 3792,Opener 119,2016-03-01 11:59:00,,,Updater 770,24/3/16 18:50,Phone,Location 160,Telephony,Not apply,,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 166,10/3/16 15:33,2016-03-24 18:50:00,2011860.0
2428,2428,INC0000715,New,True,0,0,0,True,Caller 1170,Opener 18,2016-03-01 13:03:00,,,Updater 770,1/3/16 13:03,Phone,Location 160,Telephony,Not apply,Does not link,,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,,,,,Other,Resolver 166,10/3/16 15:36,2016-03-24 18:50:00,2008020.0
2429,2429,INC0000715,Active,True,0,0,1,True,Caller 1170,Opener 18,2016-03-01 13:03:00,,,Updater 638,1/3/16 14:10,Phone,Location 160,Telephony,Not apply,Does not link,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Other,Resolver 166,10/3/16 15:36,2016-03-24 18:50:00,2008020.0
2430,2430,INC0000715,Resolved,True,0,0,2,True,Caller 1170,Opener 18,2016-03-01 13:03:00,,,Updater 458,3/3/16 8:36,Phone,Location 160,Telephony,Not apply,Does not link,,2 - Medium,2 - Medium,3 - Moderate,Group 69,Assigned to 178,True,False,Do Not Notify,,,,,Other,Resolver 166,10/3/16 15:36,2016-03-24 18:50:00,2008020.0
