,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
278,278,INC0000119,Active,True,0,0,1,True,Caller 3554,Opener 74,2016-02-29 09:22:00,Creator 66,29/2/16 9:31,Updater 285,1/3/16 9:02,Phone,Location 122,Desktop,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 79,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 72,1/3/16 9:03,2016-03-06 10:00:00,520680.00000000006
279,279,INC0000119,Resolved,True,0,0,2,True,Caller 3554,Opener 74,2016-02-29 09:22:00,Creator 66,29/2/16 9:31,Updater 285,1/3/16 9:03,Phone,Location 122,Desktop,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 79,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 72,1/3/16 9:03,2016-03-06 10:00:00,520680.00000000006
280,280,INC0000119,Closed,False,0,0,3,True,Caller 3554,Opener 74,2016-02-29 09:22:00,Creator 66,29/2/16 9:31,Updater 770,6/3/16 10:00,Phone,Location 122,Desktop,Not apply,No connection,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 79,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 72,1/3/16 9:03,2016-03-06 10:00:00,520680.00000000006
297,297,INC0000125,New,True,0,0,0,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 226,29/2/16 9:35,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 153,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
298,298,INC0000125,New,True,0,0,1,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 390,29/2/16 10:08,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 153,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
299,299,INC0000125,New,True,1,0,2,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 630,1/3/16 1:28,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
300,300,INC0000125,Active,True,1,0,3,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 746,1/3/16 8:27,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
301,301,INC0000125,Active,True,1,0,4,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 746,1/3/16 8:30,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,False,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
302,302,INC0000125,Resolved,True,1,0,5,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 746,1/3/16 8:32,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,True,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
303,303,INC0000125,Closed,False,1,0,6,True,Caller 144,Opener 56,2016-02-29 09:31:00,Creator 52,29/2/16 9:35,Updater 770,6/3/16 9:00,Phone,Location 85,Desktop,Not apply,With failure,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,True,Do Not Notify,PRB0040025,,,,Issue resolved itself,Resolver 140,1/3/16 8:32,2016-03-06 09:00:00,516540.00000000006
338,338,INC0000132,New,True,0,0,0,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 226,29/2/16 9:50,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
339,339,INC0000132,New,True,1,0,1,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 633,29/2/16 11:54,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
340,340,INC0000132,New,True,2,0,2,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 183,2/3/16 13:23,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 22,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
341,341,INC0000132,Active,True,2,0,3,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 207,2/3/16 16:36,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 22,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
342,342,INC0000132,Resolved,True,2,0,4,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 436,3/3/16 15:18,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 22,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
343,343,INC0000132,Closed,False,2,0,5,True,Caller 3662,Opener 56,2016-02-29 09:42:00,Creator 52,29/2/16 9:50,Updater 770,8/3/16 16:00,Phone,Location 160,Desktop,Not apply,System,,2 - Medium,2 - Medium,3 - Moderate,Group 22,Assigned to 121,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 111,3/3/16 15:18,2016-03-08 16:00:00,713880.0
367,367,INC0000140,Active,True,0,0,0,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 291,29/2/16 9:54,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 83,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
368,368,INC0000140,Active,True,0,0,1,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 291,29/2/16 10:03,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 83,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
369,369,INC0000140,Active,True,0,0,3,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 291,29/2/16 10:07,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 83,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
370,370,INC0000140,Active,True,1,0,4,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 291,29/2/16 10:10,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 24,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
371,371,INC0000140,Active,True,1,0,5,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 398,2/3/16 9:12,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 112,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
372,372,INC0000140,Resolved,True,1,0,6,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 398,3/3/16 11:59,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 112,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
373,373,INC0000140,Closed,False,1,0,7,True,Caller 3577,Opener 74,2016-02-29 09:51:00,Creator 66,29/2/16 9:54,Updater 770,8/3/16 12:00,Phone,Location 62,Desktop,Not apply,Print,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Assigned to 112,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 103,3/3/16 11:59,2016-03-08 12:00:00,698940.0
443,443,INC0000166,New,True,0,0,0,True,Caller 3788,Opener 190,2016-02-29 10:24:00,Creator 170,29/2/16 10:28,Updater 776,29/2/16 10:28,Phone,Location 85,Desktop,Not apply,Does not power on,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 140,29/2/16 16:24,2016-03-05 17:00:00,455760.0
444,444,INC0000166,New,True,0,0,1,True,Caller 3788,Opener 190,2016-02-29 10:24:00,Creator 170,29/2/16 10:28,Updater 746,29/2/16 16:24,Phone,Location 85,Desktop,Not apply,Does not power on,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 140,29/2/16 16:24,2016-03-05 17:00:00,455760.0
445,445,INC0000166,Resolved,True,0,0,2,True,Caller 3788,Opener 190,2016-02-29 10:24:00,Creator 170,29/2/16 10:28,Updater 746,29/2/16 16:24,Phone,Location 85,Desktop,Not apply,Does not power on,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 140,29/2/16 16:24,2016-03-05 17:00:00,455760.0
446,446,INC0000166,Closed,False,0,0,3,True,Caller 3788,Opener 190,2016-02-29 10:24:00,Creator 170,29/2/16 10:28,Updater 770,5/3/16 17:00,Phone,Location 85,Desktop,Not apply,Does not power on,,2 - Medium,2 - Medium,3 - Moderate,Group 26,Assigned to 153,True,True,Do Not Notify,,,,,Solved (Permanently),Resolver 140,29/2/16 16:24,2016-03-05 17:00:00,455760.0
451,451,INC0000168,New,True,0,0,0,True,Caller 4202,Opener 56,2016-02-29 10:27:00,Creator 52,29/2/16 10:39,Updater 226,29/2/16 10:39,Phone,Location 122,Desktop,Not apply,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 79,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 72,1/3/16 9:05,2016-03-06 10:00:00,516780.00000000006
452,452,INC0000168,Resolved,True,0,0,1,True,Caller 4202,Opener 56,2016-02-29 10:27:00,Creator 52,29/2/16 10:39,Updater 285,1/3/16 9:05,Phone,Location 122,Desktop,Not apply,Access error,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Assigned to 79,True,False,Do Not Notify,,,,,Solved Remotely (Permanently),Resolver 72,1/3/16 9:05,2016-03-06 10:00:00,516780.00000000006
