,index,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_on,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,close_code,resolved_by,resolved_at,closed_at,duration
788,788,INC0000283,Active,True,0,0,0,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 611,29/2/16 14:11,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 165,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
789,789,INC0000283,Active,True,0,0,1,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 611,29/2/16 14:13,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 168,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
790,790,INC0000283,Active,True,0,0,2,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 611,29/2/16 14:14,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 168,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
791,791,INC0000283,Active,True,0,0,5,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 611,29/2/16 14:31,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 168,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
792,792,INC0000283,Active,True,1,0,6,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 611,29/2/16 14:36,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
793,793,INC0000283,Active,True,1,0,7,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 55,29/2/16 14:37,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
794,794,INC0000283,Active,True,1,0,8,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 590,1/3/16 8:36,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,Assigned to 165,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
795,795,INC0000283,Resolved,True,1,0,9,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 590,1/3/16 9:26,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,Assigned to 165,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
796,796,INC0000283,Closed,False,1,0,10,True,Caller 93,Opener 148,2016-02-29 13:54:00,Creator 128,29/2/16 14:11,Updater 770,6/3/16 10:00,Phone,Location 42,SAP,BI/BO,,,2 - Medium,2 - Medium,3 - Moderate,Group 38,Assigned to 165,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 153,1/3/16 9:26,2016-03-06 10:00:00,504360.00000000006
951,951,INC0000329,Active,True,0,0,0,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 488,29/2/16 15:04,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 74,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
952,952,INC0000329,Active,True,0,0,1,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 488,29/2/16 15:05,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 74,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
953,953,INC0000329,Active,True,1,0,2,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 488,29/2/16 15:42,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
954,954,INC0000329,Active,True,1,0,3,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 113,2/3/16 9:56,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
955,955,INC0000329,Active,True,1,0,4,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 788,2/3/16 17:22,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
956,956,INC0000329,Active,True,2,0,5,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 788,2/3/16 17:22,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 66,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
957,957,INC0000329,Active,True,3,0,6,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 633,3/3/16 15:25,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 51,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
958,958,INC0000329,Active,True,3,0,7,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 238,4/3/16 9:14,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 74,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
959,959,INC0000329,Active,True,3,0,8,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 238,4/3/16 9:53,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 51,Assigned to 74,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
960,960,INC0000329,Active,True,4,0,9,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 238,4/3/16 9:54,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
961,961,INC0000329,Active,True,4,0,10,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 264,4/3/16 14:48,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
962,962,INC0000329,Awaiting User Info,True,4,0,11,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 264,4/3/16 14:48,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
963,963,INC0000329,Awaiting User Info,True,4,0,15,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 264,16/3/16 11:37,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
964,964,INC0000329,Awaiting User Info,True,4,0,16,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 264,16/3/16 11:38,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
965,965,INC0000329,Resolved,True,4,0,17,True,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 264,16/3/16 11:38,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
966,966,INC0000329,Closed,False,4,0,18,False,Caller 1158,Opener 119,2016-02-29 14:50:00,Creator 100,29/2/16 15:04,Updater 770,24/3/16 18:59,Phone,Location 111,SAP,BI/BO,Access denied,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Assigned to 70,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 64,16/3/16 11:38,2016-03-24 18:59:00,2088540.0
1671,1671,INC0000548,Active,True,0,0,0,True,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 799,1/3/16 9:20,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,1 - High,1 - High,1 - Critical,Group 30,Assigned to 187,True,False,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
1672,1672,INC0000548,Active,True,0,0,1,True,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 799,4/3/16 10:59,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,2 - Medium,2 - Medium,3 - Moderate,Group 30,Assigned to 187,True,False,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
1673,1673,INC0000548,Active,True,0,0,2,True,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 799,4/3/16 11:02,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,1 - High,1 - High,1 - Critical,Group 30,Assigned to 187,True,True,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
1674,1674,INC0000548,Active,True,0,0,3,True,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 799,4/3/16 11:02,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,1 - High,1 - High,1 - Critical,Group 30,Assigned to 187,True,True,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
1675,1675,INC0000548,Resolved,True,0,0,4,True,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 661,4/3/16 11:02,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,1 - High,1 - High,1 - Critical,Group 30,Assigned to 187,True,True,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
1676,1676,INC0000548,Closed,False,0,0,5,False,Caller 2229,Opener 195,2016-03-01 09:19:00,Creator 175,1/3/16 9:20,Updater 770,9/3/16 12:00,Phone,Location 160,SAP,SAP - home office,Error - cost routine,,1 - High,1 - High,1 - Critical,Group 30,Assigned to 187,True,True,Do Not Notify,PRB0040083,,,,Solved (Work Around),Resolver 174,4/3/16 11:02,2016-03-09 12:00:00,700860.0
2102,2102,INC0000624,Active,True,0,0,0,True,Caller 3911,Opener 28,2016-03-01 11:17:00,,,Updater 770,1/3/16 11:17,Phone,Location 39,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,1/3/16 14:07,2016-03-06 15:00:00,445380.0
2103,2103,INC0000624,Active,True,0,0,1,True,Caller 3911,Opener 28,2016-03-01 11:17:00,,,Updater 113,1/3/16 14:07,Phone,Location 39,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,1/3/16 14:07,2016-03-06 15:00:00,445380.0
2104,2104,INC0000624,Resolved,True,0,0,2,True,Caller 3911,Opener 28,2016-03-01 11:17:00,,,Updater 113,1/3/16 14:07,Phone,Location 39,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,1/3/16 14:07,2016-03-06 15:00:00,445380.0
2105,2105,INC0000624,Closed,False,0,0,3,True,Caller 3911,Opener 28,2016-03-01 11:17:00,,,Updater 770,6/3/16 15:00,Phone,Location 39,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Work Around),Resolver 28,1/3/16 14:07,2016-03-06 15:00:00,445380.0
2242,2242,INC0000666,Active,True,0,0,0,True,Caller 794,Opener 28,2016-03-01 11:56:00,,,Updater 770,1/3/16 11:56,Phone,Location 160,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 28,1/3/16 14:22,2016-03-06 15:00:00,443040.0
2243,2243,INC0000666,Active,True,0,0,1,True,Caller 794,Opener 28,2016-03-01 11:56:00,,,Updater 113,1/3/16 14:22,Phone,Location 160,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 28,1/3/16 14:22,2016-03-06 15:00:00,443040.0
2244,2244,INC0000666,Resolved,True,0,0,2,True,Caller 794,Opener 28,2016-03-01 11:56:00,,,Updater 113,1/3/16 14:22,Phone,Location 160,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 28,1/3/16 14:22,2016-03-06 15:00:00,443040.0
2245,2245,INC0000666,Closed,False,0,0,3,True,Caller 794,Opener 28,2016-03-01 11:56:00,,,Updater 770,6/3/16 15:00,Phone,Location 160,SAP,SAP - home office,No access,,2 - Medium,2 - Medium,3 - Moderate,Group 66,Assigned to 30,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 28,1/3/16 14:22,2016-03-06 15:00:00,443040.0
2302,2302,INC0000676,New,True,0,0,0,True,Caller 4990,Opener 119,2016-03-01 12:09:00,Creator 100,1/3/16 12:26,Updater 488,1/3/16 12:26,Phone,Location 42,SAP,BI/BO,Error - sales - divergence values between sales documents,,1 - High,1 - High,1 - Critical,Group 11,Assigned to 226,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 209,3/3/16 8:46,2016-03-08 09:00:00,593460.0
2303,2303,INC0000676,New,True,0,0,1,True,Caller 4990,Opener 119,2016-03-01 12:09:00,Creator 100,1/3/16 12:26,Updater 555,1/3/16 14:00,Phone,Location 42,SAP,BI/BO,Error - sales - divergence values between sales documents,,1 - High,1 - High,1 - Critical,Group 11,Assigned to 226,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 209,3/3/16 8:46,2016-03-08 09:00:00,593460.0
2304,2304,INC0000676,New,True,1,0,2,True,Caller 4990,Opener 119,2016-03-01 12:09:00,Creator 100,1/3/16 12:26,Updater 555,1/3/16 14:01,Phone,Location 42,SAP,BI/BO,Error - sales - divergence values between sales documents,,1 - High,1 - High,1 - Critical,Group 66,Assigned to 226,True,False,Do Not Notify,,,,,Solved (Permanently),Resolver 209,3/3/16 8:46,2016-03-08 09:00:00,593460.0
